,T_ext,T1_L1,T2_L1,T3_L1,T4_L1,T5_L1,T6_L1,T7_L1,T8_L1,T9_L1,H1_L1,H2_L1,H3_L1,H4_L1,H5_L1,H6_L1,H7_L1,H8_L1,H9_L1,P1_L1,P2_L1,P3_L1,P4_L1,P5_L1,P6_L1,P7_L1,P8_L1,P9_L1,T1_L2,T2_L2,T3_L2,T4_L2,T9_L2,H1_L2,H2_L2,H3_L2,H4_L2,H9_L2,P1_L2,P2_L2,P3_L2,P4_L2,P9_L2,T7_L2,H7_L2,P7_L2
2023-12-02 17:00:00,275.84375,296.23749999999995,342.13124999999997,282.275,273.0467490958839,273.0467490958839,273.0467490958839,265.75,265.75,265.75,474122.27910724893,508340.5534567843,222789.07713185894,222789.07713185894,199748.0930124012,430953.3128868706,199748.0930124012,430953.3128868706,434307.9947134729,2850144.3592894897,4671250.0,4671250.0,3475625.0,3475625.0,3475625.0,2850144.3592894897,2850144.3592894897,2850144.3592894897,268.26874999999995,350.99375,265.75,,238.69375000000628,466377.36053682194,532945.2000751861,199748.0930124012,,436310.02755427035,1225557.0353208343,2850144.3592894897,2850144.3592894897,,1225557.0353208343,238.69374999999997,199748.0930124012,1225557.0353208343
2023-12-02 18:00:00,275.6375,295.275,340.5125,283.54375,272.71986289094616,272.71986289094616,272.71986289094616,265.68125,265.68125,265.68125,473078.84820976463,506025.7801779084,226412.86096195402,226412.86096195402,198952.0822108147,431140.64054542227,198952.0822108147,431140.64054542227,434332.13111299253,2844677.1133495695,4713750.0,4713750.0,3445624.9999999995,3445624.9999999995,3445624.9999999995,2844677.1133495695,2844677.1133495695,2844677.1133495695,268.2125,350.63124999999997,265.68125,,238.59999999999735,466379.412759631,532611.9728314965,198952.0822108147,,436296.4706013727,1221544.457235609,2844677.1133495695,2844677.1133495695,,1221544.457235609,238.59999999999997,198952.0822108147,1221544.457235609
2023-12-02 19:00:00,275.2653846153846,300.4730769230769,344.04230769230765,282.7576923076923,272.83482552646535,272.83482552646535,272.83482552646535,265.0653846153846,265.0653846153846,265.0653846153846,479634.9115205063,511354.97808902664,224375.95643470448,224375.95643470448,199231.77078078614,431075.1973828298,199231.77078078614,431075.1973828298,434542.75181363855,2796043.3615162773,4585384.615384616,4585384.615384616,3456153.846153846,3456153.846153846,3456153.846153846,2796043.3615162773,2796043.3615162773,2796043.3615162773,268.9576923076923,349.82692307692304,265.0653846153846,,238.6423076923068,467076.2206836866,532146.7815817161,199231.77078078614,,436302.6025584676,1223354.0589676956,2796043.3615162773,2796043.3615162773,,1223354.0589676956,238.64230769230767,199231.77078078614,1223354.0589676956
2023-12-02 20:00:00,275.49375,295.66249999999997,341.30625,283.41875,272.7608381436962,272.7608381436962,272.7608381436962,265.6375,265.6375,265.6375,473573.59252774494,507598.55150719016,226199.69696465915,226199.69696465915,199051.7372062553,431117.36941647285,199051.7372062553,431117.36941647285,434347.42487711826,2841201.9602313275,4645000.0,4645000.0,3449375.0,3449375.0,3449375.0,2841201.9602313275,2841201.9602313275,2841201.9602313275,268.63124999999997,351.78125,265.6375,,238.54375000000445,466819.0446109779,533823.5761499208,199051.7372062553,,436288.28239614953,1219141.5707353167,2841201.9602313275,2841201.9602313275,,1219141.5707353167,238.54375,199051.7372062553,1219141.5707353167
2023-12-02 21:00:00,275.375,297.28125,341.84999999999997,281.8375,272.82223948970585,272.82223948970585,272.82223948970585,265.0,265.0,265.0,476081.2254824299,508322.05561152543,221604.50894458764,221604.50894458764,199201.1369263765,431082.38514959736,199201.1369263765,431082.38514959736,434564.5271918291,2790916.074974751,4636250.0,4636250.0,3454999.9999999995,3454999.9999999995,3454999.9999999995,2790916.074974751,2790916.074974751,2790916.074974751,268.84375,349.97499999999997,265.0,,238.35625000000948,467136.4863807785,532337.5515660376,199201.1369263765,,436260.6964111263,1211157.1476263776,2790916.074974751,2790916.074974751,,1211157.1476263776,238.35625,199201.1369263765,1211157.1476263776
2023-12-02 22:00:00,275.15,297.3205882352941,341.9147058823529,282.4205882352941,272.9087983908543,272.9087983908543,272.9087983908543,265.2911764705882,265.2911764705882,265.2911764705882,475835.27272887016,508423.10884939815,223288.05823967076,223288.05823967076,199411.8858763916,431032.8370994125,199411.8858763916,431032.8370994125,434466.6949497422,2813802.4198212605,4633529.411764706,4633529.411764706,3462941.1764705884,3462941.1764705884,3462941.1764705884,2813802.4198212605,2813802.4198212605,2813802.4198212605,269.0205882352941,349.9441176470588,265.2911764705882,,238.47352941176655,467237.81303602393,532134.4255993019,199411.8858763916,,436278.00373701664,1216146.7884107244,2813802.4198212605,2813802.4198212605,,1216146.7884107244,238.47352941176467,199411.8858763916,1216146.7884107244
2023-12-02 23:00:00,274.86875,298.0875,342.7125,282.34375,272.9108003351538,272.9108003351538,272.9108003351538,265.05625,265.05625,265.05625,476943.7150008672,510136.0415284197,223247.44105476222,223247.44105476222,199416.76199974303,431031.6879561842,199416.76199974303,431031.6879561842,434545.800665898,2795326.635140647,4546875.0,4546875.0,3463125.0,3463125.0,3463125.0,2795326.635140647,2795326.635140647,2795326.635140647,268.81874999999997,349.73125,265.05625,,238.27500000000157,467160.4998571213,532053.6750841064,199416.76199974303,,436248.6033158407,1207709.249562912,2795326.635140647,2795326.635140647,,1207709.249562912,238.27499999999998,199416.76199974303,1207709.249562912
2023-12-03 00:00:00,275.13124999999997,301.64374999999995,345.79999999999995,281.95,272.7266943819994,272.7266943819994,272.7266943819994,264.41875,264.41875,264.41875,481553.6787762594,513562.2724699761,222064.38450592276,222064.38450592276,198968.69444969494,431136.7648968351,198968.69444969494,431136.7648968351,434753.2375844677,2745638.182943305,4567500.0,4567500.0,3446250.0,3446250.0,3446250.0,2745638.182943305,2745638.182943305,2745638.182943305,268.91875,347.64374999999995,264.41875,,238.86250000000297,466906.1331723599,530281.6692546662,198968.69444969494,,436334.1457374042,1232804.1839370863,2745638.182943305,2745638.182943305,,1232804.1839370863,238.86249999999998,198968.69444969494,1232804.1839370863
2023-12-03 01:00:00,275.0558823529411,297.25588235294117,341.83235294117645,282.18529411764706,272.9216094805902,272.9216094805902,272.9216094805902,265.33235294117645,265.33235294117645,265.33235294117645,475719.846458248,508589.98332010297,222667.99629691613,222667.99629691613,199443.0912527829,431025.4808642914,199443.0912527829,431025.4808642914,434452.6804450222,2817049.9316696064,4604117.647058824,4604117.647058824,3464117.6470588236,3464117.6470588236,3464117.6470588236,2817049.9316696064,2817049.9316696064,2817049.9316696064,268.92647058823525,350.8205882352941,265.33235294117645,,238.23235294117762,467289.7855927217,533013.0047088834,199443.0912527829,,436242.2222085466,1205902.3965746514,2817049.9316696064,2817049.9316696064,,1205902.3965746514,238.23235294117643,199443.0912527829,1205902.3965746514
2023-12-03 02:00:00,274.56874999999997,296.36875,341.20624999999995,282.125,272.71986289094616,272.71986289094616,272.71986289094616,265.21875,265.21875,265.21875,474817.4777947189,507909.72595719586,222507.52173108657,222507.52173108657,198952.0822108147,431140.64054542227,198952.0822108147,431140.64054542227,434491.2371692215,2808096.9339904548,4597500.0,4597500.0,3445624.9999999995,3445624.9999999995,3445624.9999999995,2808096.9339904548,2808096.9339904548,2808096.9339904548,269.04375,350.025,265.21875,,238.84374999999926,467038.7008069431,532260.4631466198,198952.0822108147,,436331.48402405577,1231997.387131861,2808096.9339904548,2808096.9339904548,,1231997.387131861,238.84374999999997,198952.0822108147,1231997.387131861
2023-12-03 03:00:00,272.97499999999997,297.375,339.94374999999997,281.59999999999997,272.9039934048089,272.9039934048089,272.9039934048089,264.96875,264.96875,264.96875,476219.14322206774,506979.2035485579,221124.36687313873,221124.36687313873,199400.18275207642,431035.5946374191,199400.18275207642,431035.5946374191,434574.8951836678,2788467.967486565,4535625.0,4535625.0,3462500.0,3462500.0,3462500.0,2788467.967486565,2788467.967486565,2788467.967486565,270.24375,350.20624999999995,264.96875,,238.61250000000345,468338.0698212206,532593.7460918953,199400.18275207642,,436298.2847023621,1222078.9064752976,2788467.967486565,2788467.967486565,,1222078.9064752976,238.61249999999998,199400.18275207642,1222078.9064752976
2023-12-03 04:00:00,271.3382352941176,301.46176470588233,344.3147058823529,281.46176470588233,272.9728217796055,272.9728217796055,272.9728217796055,265.1441176470588,265.1441176470588,265.1441176470588,480672.2437734711,512243.8375654933,220760.45219048893,220760.45219048893,199567.86984902425,430996.0151878369,199567.86984902425,430996.0151878369,434516.3827432734,2802226.5474868137,4520000.0,4520000.0,3468823.529411765,3468823.529411765,3468823.529411765,2802226.5474868137,2802226.5474868137,2802226.5474868137,268.31470588235294,350.0029411764706,265.1441176470588,,238.52647058824058,466522.7530528359,532281.6826695746,199567.86984902425,,436285.75893845235,1218404.1302803764,2802226.5474868137,2802226.5474868137,,1218404.1302803764,238.52647058823527,199567.86984902425,1218404.1302803764
2023-12-03 05:00:00,270.58124999999995,305.79999999999995,347.55625,280.85625,272.7813134559174,272.7813134559174,272.7813134559174,264.125,264.125,264.125,486408.68864023976,516992.6856581946,219267.29053651818,219267.29053651818,199101.5481324717,431105.71833774773,199101.5481324717,431105.71833774773,434845.31674316194,2722961.5794166746,4401875.0,4401875.0,3451250.0000000005,3451250.0000000005,3451250.0000000005,2722961.5794166746,2722961.5794166746,2722961.5794166746,268.59999999999997,347.22499999999997,264.125,,238.4250000000047,466859.78850049345,530024.0865974928,199101.5481324717,,436270.8633612411,1214080.2723187555,2722961.5794166746,2722961.5794166746,,1214080.2723187555,238.42499999999998,199101.5481324717,1214080.2723187555
2023-12-03 06:00:00,269.93125,300.01874999999995,342.45624999999995,281.09999999999997,272.7335249597752,272.7335249597752,272.7335249597752,264.84999999999997,264.84999999999997,264.84999999999997,479329.000630796,510787.08839770395,219886.97450948547,219886.97450948547,198985.30545855057,431132.8880991067,198985.30545855057,431132.8880991067,434614.0620025168,2779179.5013293163,4439375.0,4439375.0,3446875.0,3446875.0,3446875.0,2779179.5013293163,2779179.5013293163,2779179.5013293163,268.03125,348.5125,264.84999999999997,,238.4375000000032,466301.57566600153,530920.843380819,198985.30545855057,,436272.7054226366,1214612.3086704498,2779179.5013293163,2779179.5013293163,,1214612.3086704498,238.43749999999997,198985.30545855057,1214612.3086704498
2023-12-03 07:00:00,269.39374999999995,300.73125,342.04999999999995,280.2,272.84950532104716,272.84950532104716,272.84950532104716,263.98749999999995,263.98749999999995,263.98749999999995,480935.3200838877,511350.80406832637,217567.9720172789,217567.9720172789,199267.50502199694,431066.806703654,199267.50502199694,431066.806703654,434887.6675763783,2712394.254295326,4321875.0,4321875.0,3457500.0000000005,3457500.0000000005,3457500.0000000005,2712394.254295326,2712394.254295326,2712394.254295326,268.4625,346.15,263.98749999999995,,238.7562500000044,466527.578385292,529001.1455199575,199267.50502199694,,436319.0028877453,1228237.4873592963,2712394.254295326,2712394.254295326,,1228237.4873592963,238.75624999999997,199267.50502199694,1228237.4873592963
2023-12-03 08:00:00,270.13823529411764,300.90882352941173,342.5970588235294,280.0441176470588,272.9728217796055,272.9728217796055,272.9728217796055,264.18529411764706,264.18529411764706,264.18529411764706,480950.5064027802,511684.0772329805,217072.61727187232,217072.61727187232,199567.86984902425,430996.0151878369,199567.86984902425,430996.0151878369,434826.59535520844,2727604.8737443024,4355882.352941177,4355882.352941177,3468823.529411765,3468823.529411765,3468823.529411765,2727604.8737443024,2727604.8737443024,2727604.8737443024,268.9911764705882,347.60294117647055,264.18529411764706,,238.5676470588244,467153.2736157002,530376.8006483241,199567.86984902425,,436291.76599207276,1220161.9781194108,2727604.8737443024,2727604.8737443024,,1220161.9781194108,238.56764705882352,199567.86984902425,1220161.9781194108
2023-12-03 09:00:00,273.46875,301.41875,343.72499999999997,280.60625,272.8426902263004,272.8426902263004,272.8426902263004,263.625,263.625,263.625,482028.59457276145,512504.89447828283,218544.9467241829,218544.9467241829,199250.91482780676,431070.70303925656,199250.91482780676,431070.70303925656,434997.0484384021,2684678.8699303297,4411250.0,4411250.0,3456875.0,3456875.0,3456875.0,2684678.8699303297,2684678.8699303297,2684678.8699303297,269.03125,345.86249999999995,263.625,,238.56250000000745,467195.1363178586,528919.0897136418,199250.91482780676,,436291.0162964039,1219942.1448091157,2684678.8699303297,2684678.8699303297,,1219942.1448091157,238.56249999999997,199250.91482780676,1219942.1448091157
2023-12-03 10:00:00,277.74375,303.525,348.66875,281.08124999999995,272.96522319323986,272.96522319323986,272.96522319323986,263.30625,263.30625,263.30625,484629.3299791048,517933.3511417705,219828.96383037302,219828.96383037302,199549.35235912082,431000.3931187297,199549.35235912082,431000.3931187297,435090.5328326873,2660480.2444881047,4441875.0,4441875.0,3468125.0,3468125.0,3468125.0,2660480.2444881047,2660480.2444881047,2660480.2444881047,269.29999999999995,345.2125,263.30625,,238.65000000000083,467403.1077248685,528439.3270946045,199549.35235912082,,436303.714995716,1223683.2899636328,2660480.2444881047,2660480.2444881047,,1223683.2899636328,238.64999999999998,199549.35235912082,1223683.2899636328
2023-12-03 11:00:00,285.4911764705882,300.18529411764706,345.85588235294114,281.9911764705882,272.79977435137346,272.79977435137346,272.79977435137346,264.285294117647,264.285294117647,264.285294117647,480049.7736367208,513560.35282481526,222167.10191103801,222167.10191103801,199146.4661772985,431095.20064962114,199146.4661772985,431095.20064962114,434795.3423388283,2735318.725221888,4575294.117647058,4575294.117647058,3452941.1764705884,3452941.1764705884,3452941.1764705884,2735318.725221888,2735318.725221888,2735318.725221888,269.17941176470583,346.99117647058824,264.285294117647,,238.60294117647666,467314.4342889542,529689.6467971578,199146.4661772985,,436296.89762867894,1221670.194471485,2735318.725221888,2735318.725221888,,1221670.194471485,238.60294117647055,199146.4661772985,1221670.194471485
2023-12-03 12:00:00,282.75,300.3875,346.47499999999997,281.89374999999995,272.96522319323986,272.96522319323986,272.96522319323986,264.2,264.2,264.2,480355.3657888692,514347.1564818261,221902.62346519734,221902.62346519734,199549.35235912082,431000.3931187297,199549.35235912082,431000.3931187297,434822.01521543553,2728738.263435158,4567500.0,4567500.0,3468125.0,3468125.0,3468125.0,2728738.263435158,2728738.263435158,2728738.263435158,269.5125,347.69374999999997,264.2,,238.61250000000345,467631.080538433,530461.4291605379,199549.35235912082,,436298.2847023621,1222078.9064752976,2728738.263435158,2728738.263435158,,1222078.9064752976,238.61249999999998,199549.35235912082,1222078.9064752976
2023-12-03 13:00:00,278.78749999999997,298.9,346.0625,283.50624999999997,272.6309702714532,272.6309702714532,272.6309702714532,263.88124999999997,263.88124999999997,263.88124999999997,478990.89211664087,513492.21398802154,226541.01693824588,226541.01693824588,198736.0108872968,431190.9194119623,198736.0108872968,431190.9194119623,434920.06769949844,2704249.183194008,4611250.0,4611250.0,3437500.0,3437500.0,3437500.0,2704249.183194008,2704249.183194008,2704249.183194008,269.16249999999997,347.275,263.88124999999997,,238.73750000000223,467217.63539378357,530217.8551958747,198736.0108872968,,436316.3155542993,1227432.8978197982,2704249.183194008,2704249.183194008,,1227432.8978197982,238.73749999999998,198736.0108872968,1227432.8978197982
2023-12-03 14:00:00,278.9441176470588,302.2382352941176,349.0911764705882,283.84999999999997,272.72910527842527,272.72910527842527,272.72910527842527,264.06176470588235,264.06176470588235,264.06176470588235,482540.56905436504,516245.4397419597,227355.751230743,227355.751230743,198974.55729912323,431135.3967465009,198974.55729912323,431135.3967465009,434864.85274879116,2718098.003586211,4702941.176470588,4702941.176470588,3446470.588235294,3446470.588235294,3446470.588235294,2718098.003586211,2718098.003586211,2718098.003586211,270.23235294117643,348.13823529411764,264.06176470588235,,238.7441176470585,468249.3590668467,530998.2112958216,198974.55729912323,,436317.2645405804,1227716.826158555,2718098.003586211,2718098.003586211,,1227716.826158555,238.7441176470588,198974.55729912323,1227716.826158555
2023-12-03 15:00:00,278.22499999999997,303.03749999999997,350.53749999999997,282.69374999999997,272.8903768256943,272.8903768256943,272.8903768256943,263.53749999999997,263.53749999999997,263.53749999999997,483891.5310356585,518770.26468359475,224154.88673930845,224154.88673930845,199367.02061474512,431043.40455113864,199367.02061474512,431043.40455113864,435022.96066554886,2678020.1338685933,4600625.0,4600625.0,3461249.9999999995,3461249.9999999995,3461249.9999999995,2678020.1338685933,2678020.1338685933,2678020.1338685933,269.38124999999997,346.38124999999997,263.53749999999997,,238.67500000000467,467466.85971458384,529501.8379616592,199367.02061474512,,436307.3251778369,1224753.74243999,2678020.1338685933,2678020.1338685933,,1224753.74243999,238.67499999999998,199367.02061474512,1224753.74243999
2023-12-03 16:00:00,277.01874999999995,299.8875,346.275,282.625,272.9176063597256,272.9176063597256,272.9176063597256,264.50624999999997,264.50624999999997,264.50624999999997,479508.2051870999,513691.85300139856,223918.53608256739,223918.53608256739,199433.34003424062,431027.7801253402,199433.34003424062,431027.7801253402,434725.3851858665,2752419.5630823914,4616875.0,4616875.0,3463750.0000000005,3463750.0000000005,3463750.0000000005,2752419.5630823914,2752419.5630823914,2752419.5630823914,269.45,348.18125,264.50624999999997,,238.74375000000487,467492.40802301094,530782.6654125813,199433.34003424062,,436317.21183387743,1227701.0510904156,2752419.5630823914,2752419.5630823914,,1227701.0510904156,238.74374999999998,199433.34003424062,1227701.0510904156
2023-12-03 17:00:00,274.54999999999995,299.34999999999997,344.41249999999997,281.80625,272.7676641592782,272.7676641592782,272.7676641592782,264.20624999999995,264.20624999999995,264.20624999999995,479188.8322226282,512753.562510663,221839.59674736095,221839.59674736095,199068.34207438532,431113.4868728058,199068.34207438532,431113.4868728058,434820.06699816574,2729220.0584591236,4474375.0,4474375.0,3450000.0,3450000.0,3450000.0,2729220.0584591236,2729220.0584591236,2729220.0584591236,269.47499999999997,347.60625,264.20624999999995,,238.69999999999956,467542.7182108461,530367.9262461864,199068.34207438532,,436310.9273441161,1225824.886022403,2729220.0584591236,2729220.0584591236,,1225824.886022403,238.7,199068.34207438532,1225824.886022403
2023-12-03 18:00:00,272.52647058823527,299.9676470588235,343.1264705882353,281.1205882352941,272.8831665805258,272.8831665805258,272.8831665805258,264.26176470588234,264.26176470588234,264.26176470588234,479828.3409807548,511488.3337802615,219928.46964708727,219928.46964708727,199349.4622218154,431047.5373497756,199349.4622218154,431047.5373497756,434802.71880327474,2733502.266129845,4448235.294117647,4448235.294117647,3460588.235294117,3460588.235294117,3460588.235294117,2733502.266129845,2733502.266129845,2733502.266129845,269.2735294117647,347.2147058823529,264.26176470588234,,238.65588235294555,467373.9716683645,529933.1829510458,199349.4622218154,,436304.5651712505,1223935.098973479,2733502.266129845,2733502.266129845,,1223935.098973479,238.65588235294115,199349.4622218154,1223935.098973479
2023-12-03 19:00:00,271.99375,301.13124999999997,344.45624999999995,280.14374999999995,272.8835671763722,272.8835671763722,272.8835671763722,263.70624999999995,263.70624999999995,263.70624999999995,481636.73937576293,513333.67567413533,217249.27380872183,217249.27380872183,199350.43772383852,431047.3077836614,199350.43772383852,431047.3077836614,434972.81700159144,2690872.8270459664,4413125.0,4413125.0,3460625.0000000005,3460625.0000000005,3460625.0000000005,2690872.8270459664,2690872.8270459664,2690872.8270459664,269.42499999999995,346.71875,263.70624999999995,,238.4375000000032,467650.18689326354,529749.4737238286,199350.43772383852,,436272.7054226366,1214612.3086704498,2690872.8270459664,2690872.8270459664,,1214612.3086704498,238.43749999999997,199350.43772383852,1214612.3086704498
2023-12-03 20:00:00,271.54999999999995,304.17499999999995,348.25,280.2625,272.84950532104716,272.84950532104716,272.84950532104716,262.5625,262.5625,262.5625,485976.83986658783,518319.5221737438,217714.80378444184,217714.80378444184,199267.50502199694,431066.806703654,199267.50502199694,431066.806703654,435299.0142216406,2604637.9844964,4337500.0,4337500.0,3457500.0000000005,3457500.0000000005,3457500.0000000005,2604637.9844964,2604637.9844964,2604637.9844964,269.35625,343.61875,262.5625,,238.68750000000725,467435.19885989354,527241.7588834488,199267.50502199694,,436309.1272632294,1225289.2278260058,2604637.9844964,2604637.9844964,,1225289.2278260058,238.68749999999997,199267.50502199694,1225289.2278260058
2023-12-03 21:00:00,270.80882352941177,299.8794117647059,342.5382352941176,279.7382352941176,273.0175905308298,273.0175905308298,273.0175905308298,263.67941176470583,263.67941176470583,263.67941176470583,480271.46713164647,511440.7473168592,216190.66347802267,216190.66347802267,199676.9949560176,430970.17924993526,199676.9949560176,430970.17924993526,434980.83919586096,2688825.7034935234,4375882.352941176,4375882.352941176,3472941.176470588,3472941.176470588,3472941.176470588,2688825.7034935234,2688825.7034935234,2688825.7034935234,268.83235294117645,344.8911764705882,263.67941176470583,,238.4500000000008,467069.71432144364,527890.7151403477,199676.9949560176,,436274.54549037793,1215144.5171490568,2688825.7034935234,2688825.7034935234,,1215144.5171490568,238.45,199676.9949560176,1215144.5171490568
2023-12-03 22:00:00,271.86875,300.4375,343.325,281.075,272.8699451568154,272.8699451568154,272.8699451568154,264.0625,264.0625,264.0625,480538.87382617296,512303.47215267434,219927.80994238495,219927.80994238495,199317.26829443054,431055.1108001269,199317.26829443054,431055.1108001269,434864.62616529793,2718154.520216517,4381250.0,4381250.0,3459375.0,3459375.0,3459375.0,2718154.520216517,2718154.520216517,2718154.520216517,269.15,346.125,264.0625,,238.61875000000458,467276.53181084234,528931.2199109045,199317.26829443054,,436299.19100242574,1222346.195820006,2718154.520216517,2718154.520216517,,1222346.195820006,238.61874999999998,199317.26829443054,1222346.195820006
2023-12-03 23:00:00,272.03125,301.48749999999995,345.46875,279.08124999999995,273.0671102967681,273.0671102967681,273.0671102967681,263.00624999999997,263.00624999999997,263.00624999999997,482657.64405784296,514693.0775058587,214367.73858185887,214367.73858185887,199797.75111635687,430941.5169548021,199797.75111635687,430941.5169548021,435176.2401294004,2637851.278250657,4390625.0,4390625.0,3477500.0,3477500.0,3477500.0,2637851.278250657,2637851.278250657,2637851.278250657,269.0875,345.10625,263.00624999999997,,238.21875000000352,467453.3028855855,528505.1391763454,199797.75111635687,,436240.18199444993,1205326.4929269766,2637851.278250657,2637851.278250657,,1205326.4929269766,238.21874999999997,199797.75111635687,1205326.4929269766
2023-12-04 00:00:00,271.95,301.50624999999997,344.76874999999995,280.91875,272.8426902263004,272.8426902263004,272.8426902263004,263.525,263.525,263.525,482215.42660922057,514284.1641894032,219554.0848854327,219554.0848854327,199250.91482780676,431070.70303925656,199250.91482780676,431070.70303925656,435026.64693876024,2677069.873775609,4344375.0,4344375.0,3456875.0,3456875.0,3456875.0,2677069.873775609,2677069.873775609,2677069.873775609,269.4625,346.47499999999997,263.525,,238.3250000000043,467752.77989629743,529605.1519819977,199250.91482780676,,436256.0551632965,1209830.1739744176,2677069.873775609,2677069.873775609,,1209830.1739744176,238.325,199250.91482780676,1209830.1739744176
2023-12-04 01:00:00,274.1583333333333,306.2333333333333,351.95,280.4833333333333,273.0309070049425,273.0309070049425,273.0309070049425,262.3583333333333,262.3583333333333,262.3583333333333,488373.16247197316,522198.7214005137,218262.95617436199,218262.95617436199,199709.46257196032,430962.4803449548,199709.46257196032,430962.4803449548,435353.91525291675,2589460.0054995064,4376666.666666667,4376666.666666667,3474166.6666666665,3474166.6666666665,3474166.6666666665,2589460.0054995064,2589460.0054995064,2589460.0054995064,269.7083333333333,342.25,262.3583333333333,,238.7250000000037,467753.7028350036,525961.9091447208,199709.46257196032,,436314.5214901972,1226896.7209853576,2589460.0054995064,2589460.0054995064,,1226896.7209853576,238.72499999999997,199709.46257196032,1226896.7209853576
2023-12-04 02:00:00,275.43125,300.0625,345.28749999999997,281.63124999999997,272.89037682569426,272.89037682569426,272.89037682569426,263.81874999999997,263.81874999999997,263.81874999999997,480346.6314975647,513450.3995237944,221262.02589561147,221262.02589561147,199367.02061474512,431043.40455113864,199367.02061474512,431043.40455113864,434938.9945061696,2699466.338085975,4511250.0,4511250.0,3461249.9999999995,3461249.9999999995,3461249.9999999995,2699466.338085975,2699466.338085975,2699466.338085975,269.38124999999997,346.775,263.81874999999997,,238.63125000000295,467492.92676142266,529741.5271463832,199367.02061474512,,436301.0021013511,1222880.9039805238,2699466.338085975,2699466.338085975,,1222880.9039805238,238.63124999999997,199367.02061474512,1222880.9039805238
2023-12-04 03:00:00,277.39374999999995,301.3125,348.03125,282.66249999999997,272.8086011189044,272.8086011189044,272.8086011189044,263.53125,263.53125,263.53125,481995.71255029546,515688.50610871037,224016.02898427498,224016.02898427498,199167.94555346764,431090.1674762789,199167.94555346764,431090.1674762789,435024.80428517633,2677544.972962633,4622500.0,4622500.0,3453750.0,3453750.0,3453750.0,2677544.972962633,2677544.972962633,2677544.972962633,270.43125,347.0625,263.53125,,238.41875000000292,468632.6922670658,530203.2740996513,199167.94555346764,,436269.9415830918,1213814.318679714,2677544.972962633,2677544.972962633,,1213814.318679714,238.41875,199167.94555346764,1213814.318679714
2023-12-04 04:00:00,279.575,303.96875,352.46875,284.4375,272.9039934048089,272.9039934048089,272.9039934048089,264.30625,264.30625,264.30625,484234.38785075635,519573.30278014124,228957.526408176,228957.526408176,199400.18275207642,431035.5946374191,199400.18275207642,431035.5946374191,434788.7608384606,2736937.253096753,4775625.0,4775625.0,3462500.0,3462500.0,3462500.0,2736937.253096753,2736937.253096753,2736937.253096753,268.35625,347.91249999999997,264.30625,,238.65000000000083,466488.6603834536,530623.855515426,199400.18275207642,,436303.714995716,1223683.2899636328,2736937.253096753,2736937.253096753,,1223683.2899636328,238.64999999999998,199400.18275207642,1223683.2899636328
2023-12-04 05:00:00,280.7735294117647,303.0970588235294,353.60294117647055,285.25588235294117,272.9152043368162,272.9152043368162,272.9152043368162,265.24411764705883,265.24411764705883,265.24411764705883,482410.8843720962,519482.41866283515,231020.56200683495,231020.56200683495,199427.48910173064,431029.1594910273,199427.48910173064,431029.1594910273,434482.6568586752,2810094.3368618404,4949411.764705882,4949411.764705882,3463529.4117647056,3463529.4117647056,3463529.4117647056,2810094.3368618404,2810094.3368618404,2810094.3368618404,268.0558823529411,348.11470588235295,265.24411764705883,,238.7558823529436,466133.0679935365,530276.6168244452,199427.48910173064,,436318.9502383413,1228221.7073527772,2810094.3368618404,2810094.3368618404,,1228221.7073527772,238.75588235294114,199427.48910173064,1228221.7073527772
2023-12-04 06:00:00,280.15625,304.44374999999997,354.25624999999997,285.04375,273.01279575182883,273.01279575182883,273.01279575182883,265.6375,265.6375,265.6375,483550.7885915317,520408.81866979355,230420.04600958683,230420.04600958683,199665.30548187427,430972.94977343077,199665.30548187427,430972.94977343077,434347.42487711826,2841201.9602313275,4929375.0,4929375.0,3472500.0,3472500.0,3472500.0,2841201.9602313275,2841201.9602313275,2841201.9602313275,266.88124999999997,348.36875,265.6375,,238.65625000000958,465052.2728230144,530302.478370238,199665.30548187427,,436304.6182924938,1223950.8383068042,2841201.9602313275,2841201.9602313275,,1223950.8383068042,238.65624999999997,199665.30548187427,1223950.8383068042
2023-12-04 07:00:00,281.34375,296.3375,349.80625,286.48749999999995,273.0806799329322,273.0806799329322,273.0806799329322,265.58124999999995,265.58124999999995,265.58124999999995,474411.61664698314,513713.11050424405,234452.91197956877,234452.91197956877,199830.85052329328,430933.64724966127,199830.85052329328,430933.64724966127,434367.01328686735,2836738.478045114,5102500.0,5102500.0,3478750.0,3478750.0,3478750.0,2836738.478045114,2836738.478045114,2836738.478045114,263.18125,344.45,265.58124999999995,,238.89375000000877,461285.34527149104,526282.9184421018,199830.85052329328,,436338.57186461927,1234149.7117866226,2836738.478045114,2836738.478045114,,1234149.7117866226,238.89374999999998,199830.85052329328,1234149.7117866226
